id,chinese,pinyin,english,priority,quality,word1,word1_english,word2,word2_english,word3,word3_english,word4,word4_english,sentence,sentence_pinyin,sentence_english
1802,面试官,miàn shì guān,interviewer,3,2,面试,interview,官,official,,,,,面试官问了很多问题,miàn shì guān wèn le hěn duō wèn tí,the interviewer asked many questions
1803,面子,miàn zi,face; reputation,3,,-,,,,,,,,这事关系到他的面子。,zhè shì guān xì dào tā de miàn zi。,This matter concerns his reputation.
1804,苗条,miáo tiáo,slim;slender,3,4,疫苗,vaccine,条,strip,,,,,她身材很苗条,tā shēn cái hěn miáo tiáo,she has a slim figure
1805,鸣沙山,míng shā shān,"Mingsha Mountain (Gansu, desert dunes)",3,3,鸣,cry of bird,沙,sand,山,mountain,,,风吹过鸣沙山会发出声音。,fēng chuī guò míng shā shān huì fā chū shēng yīn,The sand makes sounds when wind blows over Mingsha Mountain.
1806,名声,míng shēng,reputation,3,1,名,name,声,sound,,,,,他因为诚信而有好名声,Tā yīnwèi chéngxìn ér yǒu hǎo míngshēng,He has a good reputation because of his integrity
1807,冥想,míng xiǎng,meditation,3,4,冥王星,Pluto,想,think,,,,,他每天花十分钟冥想,tā měi tiān huā shí fēn zhōng míng xiǎng,he spends ten minutes meditating every day
1808,莫高窟,mò gāo kū,"Mogao Caves (Gansu, Buddhist cave paintings and sculptures)",3,4,莫,do not,高,tall,窟,cave;hole,,,敦煌莫高窟保存了大量壁画。,dūn huáng mò gāo kū bǎo cún le dà liàng bì huà,The Mogao Caves preserve many murals.
1809,莫斯科,mò sī kē,Moscow,3,,,,,,,,,,莫斯科的冬天非常寒冷,mò sī kē de dōng tiān fēi cháng hán lěng,The winter in Moscow is very cold
1810,摩天轮,mó tiān lún,ferris wheel,3,2,摩擦,to rub,天空,sky,轮,wheel,,,夜景下的摩天轮特别漂亮,yè jǐng xià de mó tiān lún tè bié piào liang,The ferris wheel looks beautiful at night
1811,墨西哥,mò xī gē,Mexico,3,2,墨,ink,西,west,哥,elder brother,,,我们想去墨西哥旅行,wǒ men xiǎng qù mò xī gē lǚ xíng,we want to travel to Mexico
1812,摸鱼,mō yú,slacking off,3,3,摸,to touch gently,鱼,fish,,,,,他上班的时候在摸鱼,tā shàng bān de shí hòu zài mō yú,he slacks off during work
1813,目的,mù dì,purpose,3,3,目,eye,的,of,,,,,旅行的目的是放松,lǚ xíng de mù dì shì fàng sōng,the purpose of the trip is to relax
1814,木瓜,mù guā,papaya,3,2,木,tree,瓜,melon,,,,,早餐我吃了木瓜,zǎo cān wǒ chī le mù guā,I ate papaya for breakfast
1815,母语者,mǔ yǔ zhě,native speaker,3,3,母亲,mother,语言,language,者,one who,,,他是英语母语者。,tā shì yīng yǔ mǔ yǔ zhě,He is a native English speaker.
1816,木耳,mù'ěr,fungus;wood ear mushroom,3,,,,,,,,,,这碗汤里有木耳,zhè wǎn tāng lǐ yǒu mù ěr,there are wood ear mushrooms in this soup
1817,钠,nà,sodium,3,,-,,,,,,,,医生告诉他要少吃含钠的食物,Yīshēng gàosu tā yào shǎo chī hán nà de shíwù,The doctor told him to eat less sodium rich food
1818,难得,nán dé,rare;seldom,3,2,难,hard,得,to get,,,,,周末难得休息一天,Zhōumò nándé xiūxi yī tiān,It’s rare to have a day off on the weekend
1819,难读,nán dú,difficult to read,3,3,难,hard,读,to read,,,,,这本书太难读了,Zhè běn shū tài nándú le,This book is too hard to read
1820,南方航空,nán fāng háng kōng,China Southern Airlines,3,3,南方,south,航空,aviation,,,,,南方航空有直飞航班。,nán fāng háng kōng yǒu zhí fēi háng bān.,China Southern Airlines has direct flights.
1821,难怪,nán guài,no wonder,3,3,难,hard,奇怪,strange,,,,,他这么累 难怪不想出门,Tā zhème lèi nánguài bù xiǎng chūmén,He’s so tired no wonder he doesn’t want to go out
1822,难民,nàn mín,refugee,3,1,困难,difficult circumstances,人民,people,,,,,他们为难民提供食物和住所。,tāmen wèi nàn mín tígōng shíwù hé zhùsuǒ.,They provide food and shelter for refugees.
1823,男同,nán tóng,gay guy,3,2,男,boy,同样,same,,,,,他是个男同,Tā shì gè nántóng,He is gay
1824,南京,Nánjīng,Nanjing,3,2,南,south,京,capital,,,,,南京的中山陵非常有名,Nánjīng de Zhōngshān Líng fēi cháng yǒu míng,Nanjing’s Sun Yat-sen Mausoleum is very famous
1825,脑科学,nǎo kē xué,neuroscience;brain science,3,3,脑,brain,科学,science,,,,,他在研究脑科学,Tā zài yánjiū nǎokēxué,He is studying neuroscience
1826,能量,néng liàng,energy;calories,3,3,能,can,量,capacity;quantity,,,,,早餐给我能量,zǎo cān gěi wǒ néng liàng,breakfast gives me energy
1827,腻,nì,fed up;sick of,3,,-,,,,,,,,天天吃这个我都吃腻了。,Tiāntiān chī zhège wǒ dōu chī nì le.,I'm tired of eating this every day.
1828,逆时针,nì shí zhēn,counterclockwise,3,2,逆转,reverse,时间,time,针,needle,,,风扇是逆时针旋转的,fēng shàn shì nì shí zhēn xuán zhuàn de,The fan rotates counterclockwise
1829,粘人,nián rén,clingy,3,1,粘贴,to stick;paste,人,person,,,,,这只猫特别粘人。,zhè zhī māo tè bié nián rén.,This cat is very clingy.
1830,黏人,nián rén,clingy,3,1,黏,sticky,人,person,,,,,这只小猫特别黏人，总跟着我。,zhè zhī xiǎo māo tè bié nián rén，zǒng gēn zhe wǒ。,This kitten is very clingy and always follows me.
1831,尿布,niào bù,diaper,3,1,尿,urine,布,cloth,,,,,宝宝需要换尿布了,Bǎobao xūyào huàn niàobù le,The baby needs a diaper change
1832,宁夏回族自治区,níng xià huí zú zì zhì qū,Ningxia Hui Autonomous Region,3,3,安宁,peaceful,夏天,summer,回族,Hui ethnic group,自治区,autonomous region,宁夏以枸杞闻名。,níng xià yǐ gǒu qǐ wén míng,Ningxia is known for goji berries.
1833,农历,nóng lì,lunar calendar,3,2,农,farming,历,history,,,,,今年春节在农历一月初一,Jīnnián Chūnjié zài nónglì yī yuè chū yī,This year Spring Festival is on the first day of the lunar calendar
1834,农药,nóng yào,pesticide,3,1,农,farming,药,medicine,,,,,农药味很重,Nóngyào wèi hěn zhòng,The pesticide smell is strong
1835,弄脏,nòng zāng,to make dirty,3,,,,,,,,,,别把衣服弄脏了,bié bǎ yī fú nòng zāng le,Don’t get your clothes dirty
1836,女权主义,nǚ quán zhǔ yì,feminism,3,1,女,woman,权,power,主义,ideology,,,她正在研究女权主义,Tā zhèngzài yánjiū nǚquán zhǔyì,She is studying feminism
1837,女同,nǚ tóng,lesbian,3,2,女,girl,同样,same,,,,,她说自己是女同,Tā shuō zìjǐ shì nǚtóng,She said she is a lesbian
1838,女婿,nǚ xu,son-in-law,3,,,,,,,,,,我女婿工作很靠谱,wǒ nǚ xù gōng zuò hěn kǎo pǔ,My son-in-law is very reliable
1839,暖气,nuǎn qì,heating,3,2,温暖,warm,空气,air,,,,,冬天开暖气很舒服,dōng tiān kāi nuǎn qì hěn shū fú,turning on the heating in winter feels nice
1840,欧美,ōu měi,European and American,3,,,,,,,,,,她喜欢穿欧美风的衣服,tā xǐ huān chuān ōu měi fēng de yī fú,she likes to wear european and american style clothes
1841,派大星,pài dà xīng,Patrick Star,3,,,,,,,,,,派大星很搞笑,Pài dà xīng hěn gǎoxiào,Patrick Star is very funny
1842,拍卖,pāi mài,auction,3,1,球拍,racket,卖,sell,,,,,这幅画将在下周拍卖。,zhè fú huà jiāng zài xià zhōu pāi mài。,This painting will be auctioned next week.
1843,判断,pàn duàn,to judge;judgment,3,,-,,,,,,,,不要只凭感觉做判断。,bú yào zhǐ píng gǎn jué zuò pàn duàn.,do not judge only by feelings.
1844,泡沫,pào mò,foam;bubble,3,,-,,,,,,,,啤酒倒出来时上面有一层泡沫。,pí jiǔ dào chū lái shí shàng miàn yǒu yì céng pào mò.,"When the beer was poured, there was a layer of foam on top."
1845,配偶,pèi ǒu,spouse,3,2,配合,matching,偶像,idol,,,,,填写表格时需要写明配偶信息。,tiánxiě biǎogé shí xūyào xiěmíng pèiǒu xìnxī,You need to list spouse information on the form.
1846,配送,pèi sòng,delivery,3,,,,,,,,,,商店提供免费配送,shāng diàn tí gòng miǎn fèi pèi sòng,the shop offers free delivery
1847,喷泉,pēn quán,fountain,3,2,喷嚏,sneeze,温泉,spa,,,,,公园里有一个喷泉,Gōngyuán lǐ yǒu yí gè pēnquán,There is a fountain in the park
1848,脾气,pí qì,temper;character;disposition,3,3,脾,spleen,生气,angry,,,,,她脾气很好,tā pí qì hěn hǎo,she has a good temper
1849,偏见,piān ​jiàn,prejudice;bias,3,2,偏,to lean,见,to see,,,,,不要带着偏见看人,Búyào dàizhe piānjiàn kàn rén,Don’t look at people with prejudice
1850,偏远,piān yuǎn,far out;remote,3,3,偏,inclined to one side,远,far,,,,,这个村子非常偏远。,zhè ge cūn zi fēi cháng piān yuǎn.,This village is very remote.
1851,拼多多,pīn duō duō,Chinese Temu,3,4,拼命,to do one's utmost,多多,many,,,,,她在拼多多买了一堆零食,tā zài pīnduōduō mǎile yìduī língshí,She bought a bunch of snacks on Pinduoduo
1852,拼配豆,pīn pèi dòu,blended beans,3,4,拼接,splice,匹配,to match,豆,bean,,,我喜欢用拼配豆冲咖啡,Wǒ xǐhuān yòng pīnpèi dòu chōng kāfēi,I like to brew coffee with blend beans
1853,平板电脑,píng bǎn diàn nǎo,tablet,3,,,,,,,,,,我买了一台平板电脑,wǒ mǎi le yì tái píngbǎn diàonnǎo,I bought a tablet
1854,平衡,píng héng,balance,3,,,,,,,,,,他失去了身体的平衡,Tā shīqù le shēntǐ de pínghéng,He lost his balance
1855,平静,píng jìng,calm;tranquil,3,3,平,flat,安静,quiet,,,,,她努力让自己平静下来。,tā nǔ lì ràng zì jǐ píng jìng xià lái.,she tried to calm herself down.
1856,屏幕,píng mù,screen,3,,,,,,,,,,手机屏幕坏了,shǒujī píngmù huài le,The phone screen is broken
1857,破碎,pò suì,broken,3,,-,,,,,,,,他的梦想在现实中破碎了。,tā de mèngxiǎng zài xiànshí zhōng pòsuì le,His dream was shattered by reality.
1858,普洱茶,pǔ ěr chá,puer tea,3,3,普通,common,洱海,Erhai Lake (Dali),茶,tea,,,普洱茶适合久存。,pǔ ěr chá shì hé jiǔ cún.,pu'er tea can be aged.
1859,普信男,pǔ xìn nán,ordinary but confident man,3,3,普通,ordinary,自信,confident,男,man,,,网友说他是普信男,Wǎngyǒu shuō tā shì pǔxìn nán,People online call him an average self important guy
1860,其次,qí cì,secondly,3,3,其他,other,次,sequence;order,,,,,我喜欢旅行 其次喜欢美食,wǒ xǐ huān lǚ xíng qí cì xǐ huān měi shí,i like traveling and secondly I like food
1861,骑到,qí dào,to ride to,3,,,,,,,,,,他骑到公司只用了十分钟,tā qí dào gōng sī zhǐ yòng le shí fēn zhōng,It only took him ten minutes to ride to work
1862,启动,qǐ dòng,to start (machine),3,,,,,,,,,,电脑启动很慢,diàn nǎo qǐ dòng hěn màn,the computer starts very slowly
1863,气氛,qì fēn,atmosphere;mood,3,4,气,air,氛围,ambiance,,,,,晚宴的气氛非常热闹,wǎn yàn de qì fēn fēi cháng rè nào,the atmosphere of the dinner party is very lively
1864,器官,qì guān,organ,3,2,器,device,官,official,,,,,心脏是重要的器官,Xīnzàng shì zhòngyào de qìguān,The heart is an important organ
1865,起霉,qǐ méi,to get moldy,3,4,起来,to get up,发霉,to become moldy,,,,,面包放久了会起霉。,miàn bāo fàng jiǔ le huì qǐ méi.,Bread grows mold if left too long.
1866,奇诺比奥,qí nuò bǐ ào,Toad,3,,,,,,,,,,奇诺比奥为大家解释规则,qí nuò bǐ ào wèi dà jiā jiě shì guī zé,Toad explains the rules to everyone
1867,棋牌室,qí pái shì,mahjong and card room,3,4,棋,chess,牌,playing card;mahjong tile,室,room,,,爷爷经常去棋牌室。,yé ye jīng cháng qù qí pái shì,Grandpa often goes to the mahjong room.
1868,气球,qì qiú,balloon,3,1,空气,air,球,ball,,,,,孩子们在玩气球,hái zi men zài wán qì qiú,the children are playing with balloons
1869,起诉,qǐ sù,to sue,3,3,起来,to get up,告诉,to tell,,,,,公司决定起诉那个人,Gōngsī juédìng qǐsù nà ge rén,The company decided to sue that person
1870,其中,qí zhōng,among them;one of,3,4,其他,other,中,center,,,,,其中一个方案更好。,qí zhōng yī gè fāng àn gèng hǎo,One of the plans is better.
1871,浅,qiǎn,shallow,3,,-,,,,,,,,我们只是进行了浅层讨论。,wǒ men zhǐ shì jìn xíng le qiǎn céng tǎo lùn,We only had a superficial discussion.
1872,前端,qián duān,front end,3,3,前,front,极端,extreme,,,,,她是前端工程师,tā shì qián duān gōng chéng shī,She is a frontend engineer
1873,前夫,qián fū,ex-husband,3,2,前,before,丈夫,husband,,,,,她和前夫保持着朋友关系,Tā hé qiánfū bǎochí zhe péngyǒu guānxì,She remains friends with her ex-husband
1874,浅色,qiǎn sè,light color,3,4,浅,shallow,色彩,color,,,,,浅色房间更显大,qiǎn sè fáng jiān gèng xiǎn dà,Light colors make rooms look bigger
1875,牵手,qiān shǒu,hold hands,3,3,牵,to lead along;drag,手,hand,,,,,他们在公园里牵手,Tāmen zài gōngyuán lǐ qiānshǒu,They hold hands in the park
1876,谦逊,qiān xùn,humble,3,,-,,,,,,,,他待人很谦逊,Tā dàirén hěn qiānxùn,He is very modest with people
1877,谦虚,qiān xùn,modest,3,,,,,,,,,,他为人很谦虚,tā wéi rén hěn qiān xū,he is very modest
1878,潜意识,qián yì shí,subconscious,3,3,潜艇,submarine,意识,consciousness,,,,,这些习惯其实来自你的潜意识。,zhèxiē xíguàn qíshí láizì nǐ de qiányìshí.,These habits actually come from your subconscious.
1879,前缀,qián zhuì,prefix,3,2,前,before,点缀,embellishment,,,,,不定式的“to”是一个前缀,Bùdìngshì de “to” shì yī gè qiánzhuì,"The ""to"" in infinitives is a prefix"
1880,抢,qiǎng,snatch;rush to get,3,,-,,,,,,,,大家都在抢演唱会门票。,dà jiā dōu zài qiǎng yǎn chàng huì mén piào,Everyone is rushing to buy concert tickets.
1881,亲戚,qīn qi,relative,3,,,,,,,,,,过年的时候亲戚都会来我家,guò nián de shí hou qīn qi dōu huì lái wǒ jiā,Relatives come to my house during the new year
1882,青海湖,qīng hǎi hú,Qinghai Lake,3,2,青色,blue-green,海洋,sea,湖,lake,,,夏天的青海湖一片湛蓝。,xià tiān de qīng hǎi hú yí piàn zhàn lán,Qinghai Lake is deep blue in summer.
1883,青海省,qīng hǎi shěng,Qinghai Province,3,3,青,green-blue,海,sea,省,province,,,青海湖是中国最大的湖泊。,qīng hǎi hú shì zhōng guó zuì dà de hú pō,Qinghai Lake is the largest lake in China.
1884,青旅,qīng lǚ,youth hostel,3,3,青年,youth,旅馆,hotel,,,,,我们住在一家便宜的青旅。,wǒ men zhù zài yì jiā pián yi de qīng lǚ.,We stayed at a cheap youth hostel.
1885,情人节,qíng rén jié,Valentine's Day,3,2,情人,lover,节日,holiday,,,,,情人节送花很浪漫。,qíng rén jié sòng huā hěn làng màn.,Giving flowers on Valentine's Day is romantic.
1886,轻奢生活,qīng shē shēng huó,slightly luxurious life,3,4,轻松,light,奢华,luxurious,生活,life,,,她喜欢轻奢生活,Tā xǐhuān qīng shē shēnghuó,She likes a light luxury lifestyle
1887,青岛,Qīngdǎo,Qingdao,3,2,青,green-blue,岛,island,,,,,青岛的啤酒节很有名,Qīngdǎo de pí jiǔ jié hěn yǒu míng,Qingdao’s beer festival is very famous
1888,曲奇,qū qí,cookie,3,4,弯曲,bent,奇怪,strange,,,,,这盒曲奇很好吃,Zhè hé qūqí hěn hǎochī,This box of cookies is delicious
1889,趋势,qū shì,trend,3,,,,,,,,,,今年的经济趋势正在逐渐好转,jīn nián de jīng jì qū shì zhèng zài zhú jiàn hǎo zhuǎn,The economic trend this year is gradually improving
1890,绕道,rào dào,detour,3,2,绕,to go around,道,road,,,,,前面堵车我们只好绕道,qiánmiàn dǔchē wǒmen zhǐhǎo ràodào,there was a traffic jam ahead so we had to take a detour
1891,热气,rè qì,heating,3,2,热,hot,空气,air,,,,,火锅一直冒着热气。,huǒ guō yì zhí mào zhe rè qì,Steam keeps rising from the hot pot.
1892,热巧克力,rè qiǎo kè lì,hot chocolate,3,4,热,hot,巧克力,chocolate,,,,,她点了一杯热巧克力,tā diǎn le yì bēi rè qiǎokèlì,She ordered a cup of hot chocolate
1893,热水器,rè shuǐ qì,water heater,3,3,热,heat,水,water,器,device,,,热水器坏了没热水,Rèshuǐqì huài le méi rèshuǐ,The water heater is broken no hot water
1894,热爱,rè' ài,passionate;deep love;to love ardently,3,3,热,hot,爱,love,,,,,她热爱音乐,tā rè ài yīn yuè,she loves music
1895,人人,rén rén,everyone,3,3,人,person,人,person,,,,,人人都喜欢假期,rén rén dōu xǐ huān jià qī,everyone likes holidays
1896,人物,rén​ wù,character,3,2,人,person,物,thing,,,,,这本书的人物很多,zhè běn shū de rén wù hěn duō,this book has many characters
1897,日用品,rì yòng pǐn,daily products,3,2,日,day,用,to use,品,product,,,超市里有各种日用品,Chāoshì lǐ yǒu gèzhǒng rìyòngpǐn,The supermarket has all kinds of daily necessities
1898,肉夹馍,ròu jiā mó,Chinese burger,3,3,牛肉,beef,夹,to sandwich,馒,small loaf of steamed bread,,,来西安一定要吃肉夹馍。,lái xī ān yí dìng yào chī ròu jiā mó,You must eat roujiamo when visiting Xi’an.
1899,肉松,ròu sōng,meat floss,3,3,肉,meat,松,loose,,,,,面包里有肉松,miàn bāo lǐ yǒu ròu sōng,the bread has pork floss inside
1900,软垫,ruǎn diàn,cushion,3,1,软,soft,垫子,mat,,,,,他在椅子上加了一个软垫,tā zài yǐzi shàng jiā le yī gè ruǎndiàn,He added a cushion on the chair
1901,弱点,ruò diǎn,weakness,3,3,弱,weak,点,point,,,,,每个人都有弱点,Měi gèrén dōu yǒu ruòdiǎn,Everyone has weaknesses
